LastName, FirstName, tid, RMPScore, RMPNumRatings
Chu, Chia-Chieh, 1395390, 2.5, 1
Dixon, L., 1397686, 4.5, 1
Shiring, Joan, 1408005, 5.0, 1
Chimera, Matt, 1431956, 5.0, 1
Rich, Brooke, 1433032, 5.0, 1
Jones, Kim, 1433033, 4.0, 1
Vick, Jim, 1435356, 2.5, 1
Shear, Jason, 1443169, 4.5, 1
Parker, Joel, 1444483, 4.5, 1
Moore, Timothy, 1445035, 3.5, 1
Aynesworth, Donald, 1452145, 5.0, 1
Ovalle, Carlos, 1453842, 5.0, 1
Dana, Cloud, 1459986, 2.5, 1
Freed, Daniel, 1468103, 5.0, 1
Leigh, Philiip, 1471459, 3.0, 1
Howard, Andrew, 1485235, 4.5, 1
Legare, Cristine, 1487665, 1.0, 1
Garcia, Elizabeth, 1488118, 2.0, 1
Stewart, Dustin, 1489765, 3.0, 1
Hurst, William, 1498381, 4.0, 1
Garrard Burnett, Virginia, 1505875, 5.0, 1
Beck, Ariane, 1507649, 4.5, 1
Rabatin, Matthew, 1509232, 5.0, 1
Brassel, Kenan, 1525969, 1.5, 1
Clingerman, Evelyn, 1527503, 4.5, 1
MacK, Robert, 1528520, 1.5, 1
Randall, D'Arcy, 1560716, 5.0, 1
Little, Deborah, 1564438, 5.0, 1
Boral, Haran, 1564579, 3.0, 1
Karadkar, Unmil, 1567453, 3.5, 1
Ritter, Paul, 1567493, 4.5, 1
Masumoto, Nikiko, 1568065, 4.5, 1
French, Michael, 1569819, 5.0, 1
Hufty, Aaron, 1569846, 5.0, 1
Coon, Adam, 1570080, 5.0, 1
Friesen, Steve, 1570715, 4.0, 1
Huang, Szu-Chi, 1572279, 3.5, 1
Arnold, Patricia, 1572294, 3.0, 1
Kroener, Sven, 1572659, 4.5, 1
Kanoff, Scott, 1573388, 4.5, 1
Niederreither, Karen, 1573701, 3.5, 1
Lewis, Marsha, 1573726, 5.0, 1
Clark, Robert, 1579220, 1.0, 1
Wood, Katelyn, 1579960, 4.5, 1
FU, Rong, 1585165, 4.5, 1
Pomara, Lazarus, 1585269, 2.0, 1
Pennycook, Bruce, 1593257, 1.0, 1
Magnus, Philip, 1595485, 1.0, 1
Davis, Stuart, 1611282, 5.0, 1
Yoon, SI, 1613693, 5.0, 1
Englehardt, Elizabeth, 1615584, 2.0, 1
De Beer, Allie, 1615824, 5.0, 1
Abrevaya, Jason, 1622787, 5.0, 1
Baldea, Michael, 1623045, 2.5, 1
Laborde, Thomas Adams, 1625375, 4.5, 1
Learman, Joy, 1629991, 5.0, 1
Mihic, John, 1630749, 5.0, 1
Lee, Ji Eun, 1634640, 5.0, 1
Mitchell, Craig, 1666566, 1.0, 1
Eibenstein-Alvisi, Irene, 1666704, 4.5, 1
Iris, Chyi, 1669418, 2.0, 1
Stroup, Walter, 1671021, 3.0, 1
Davison, Natasha, 1679330, 5.0, 1
Wilson, Clark, 1680357, 4.0, 1
Chen, Dongmei, 1684152, 2.5, 1
Prideaux, Nancy, 1685533, 5.0, 1
Nelson, Lydia, 1691301, 4.5, 1
Schnack, Kyle, 1692914, 5.0, 1
McDougall, Graham, 1704026, 3.5, 1
Mukherjee, Raj, 1706486, 4.5, 1
Sterzenbach, Annika, 1713213, 5.0, 1
Hassan, Ehab, 1713937, 1.0, 1
Raymond, Christopher, 1719201, 4.0, 1
Latrubesse, Edgardo, 1719376, 5.0, 1
Mueller, Kory, 1720440, 5.0, 1
Becirbegovic, Amila, 1723005, 5.0, 1
Carcamo-Huechante, Luis, 1723226, 4.5, 1
Greif, Gideon, 1725467, 4.5, 1
Demos, Melissa, 1729260, 4.0, 1
Jolley, Patricia, 1730273, 5.0, 1
Tonon, Fulvio, 1739209, 2.0, 1
Druecker, Tom, 1743618, 3.5, 1
Cobb, John (woodshop), 1743983, 4.0, 1
Sandoval, Luis, 1746894, 5.0, 1
Edwards, Eric, 1759365, 1.0, 1
Squires, Laura, 1760022, 4.5, 1
Lawrence, Aimee, 1779348, 4.5, 1
Taylor, Samuel, 1786283, 5.0, 1
Beer, Mary, 1790036, 5.0, 1
Todd, Rusty, 1792449, 5.0, 1
Smyczek, Jeremy, 1792750, 5.0, 1
Romo, Lynsey, 1792770, 5.0, 1
Raney, Michael, 1795894, 4.0, 1
Nelson, Scott, 1802661, 4.0, 1
Hull, David, 1807006, 1.5, 1
Najafimoghaddamn, Roja, 1811346, 4.5, 1
Loehlin, James, 1817757, 5.0, 1
Wright, Brittany, 1818408, 5.0, 1
Freeman, Robert, 1818696, 1.0, 1
Sturtevant, Mathew, 1820406, 5.0, 1
McClain, Shannon, 1821992, 5.0, 1
Bonin, Paul, 1825178, 5.0, 1
Eaton, David, 1836276, 5.0, 1
Cho, Alex, 1849399, 5.0, 1
Lopez, Debra, 1850371, 5.0, 1
Martin, Nicole, 1864328, 4.0, 1
La Claire, John, 1864768, 2.0, 1
Cox, Brady, 1870298, 5.0, 1
Buffington-Anderson, Heather, 1870792, 5.0, 1
Michno, Jeff, 1872576, 5.0, 1
Sankari, Arwa, 1873185, 5.0, 1
Ghappour, Ahmed, 1881199, 5.0, 1
Procko, Kristin, 1881478, 5.0, 1
Dospil, Jordan, 1892899, 4.5, 1
Givens, Terri, 1893237, 4.0, 1
Parker, Morgan, 1897371, 4.5, 1
Borich, Gary, 1899956, 1.0, 1
Lord, Jeanmarie, 1910477, 5.0, 1
Hansen, Collin, 1910695, 3.0, 1
Fischer, Jenny, 1917613, 5.0, 1
Wigham, Frank, 1918261, 3.0, 1
Rahman, Ibaad, 1934449, 4.0, 1
Hoffmann, Gerald, 1935040, 3.0, 1
Kirk, David, 1936024, 4.0, 1
Kumar, Shanti, 1953876, 1.0, 1
Smith, Daniel, 1959048, 4.5, 1
Jones, Ryessia, 1973873, 2.5, 1
Flanzer, Vivian, 1976506, 5.0, 1
Coddington, Mark, 1977626, 5.0, 1
Simmons, David, 1981356, 5.0, 1
Moore, Amanda, 1984121, 4.0, 1
Dimitrov, Ned, 1984143, 5.0, 1
Mauseth, James, 1988607, 4.0, 1
Claussen, Jacob, 1997920, 5.0, 1
DeChavez, Yvette, 1998031, 4.5, 1
Albertson, Bethany, 2003531, 5.0, 1
Busby, Josh, 2003532, 4.0, 1
Thompson, Lee, 2004724, 5.0, 1
Nelson, Scott, 2004735, 4.5, 1
Dusansky, Richard, 2007163, 2.5, 1
Larson, Kyle, 2012757, 5.0, 1
Nicholson, Shelley, 2013510, 3.5, 1
Silcox, Karen, 2016547, 5.0, 1
Bolnick, Deborah, 2019552, 5.0, 1
Garg, Vijay, 2020712, 3.5, 1
Clayton, Nadya, 2023322, 4.0, 1
Lambert, David, 2025358, 2.5, 1
Fiete, Gregory, 2026372, 4.0, 1
Cloyes, Rusty, 2026435, 5.0, 1
Bah, Bubacarr, 2036978, 1.0, 1
Thorpe, Ryan, 2036980, 5.0, 1
Schaefer, David, 2037145, 5.0, 1
Lawn , Marie, 2038266, 5.0, 1
Donovan, Erin, 2039079, 3.5, 1
Figueroa, Brianna, 2039081, 3.0, 1
Anderson, Charles, 2039099, 4.0, 1
Small, David, 2043203, 4.5, 1
Jensen, Katherine, 2043887, 5.0, 1
Sager, Tom, 2049719, 2.0, 1
Cox, Martin, 2053082, 5.0, 1
Guerra, Bree, 2057229, 4.5, 1
Richardson, Matt, 2066712, 5.0, 1
Marcum, Travis, 2071064, 5.0, 1
Rehberg, Peter, 2072838, 4.0, 1
Palmer, Lucia, 2074672, 4.5, 1
Harris, Pam, 2075959, 5.0, 1
Vlach, Saba, 2075963, 5.0, 1
Collette, Anna, 2077835, 4.5, 1
Silverstein, Annie, 2079106, 3.0, 1
Faigley, Lester, 2080736, 5.0, 1
Mandhana, Dron, 2082468, 3.0, 1
Krifa, Mourad, 2084566, 4.5, 1
Meyers, Allison, 2084640, 4.0, 1
Appling, Dean, 2087618, 3.5, 1
Eaton, Daniel, 2089805, 4.0, 1
Grajeda, Erika, 2091400, 3.0, 1
Lupo, Jeremy, 2091711, 2.5, 1
zhang, yan, 2092725, 3.0, 1
Bui, Tan, 2097156, 4.0, 1
Lee, Chung-Hao, 2101122, 5.0, 1
Cotey, Yekaterina, 2101362, 4.5, 1
Huehnergard, John, 2102277, 4.0, 1
Burton, Heath, 2102488, 5.0, 1
Siddiqui, Igor, 2111542, 5.0, 1
Karras, Cyndy, 2114143, 3.5, 1
Christopoulos, Andreas, 2114227, 1.5, 1
Redei, Lorinc, 2115252, 4.0, 1
Olmstead, Sheila, 2115261, 5.0, 1
Lentz, Erin, 2115262, 4.5, 1
Bobbitt, Philip, 2115266, 3.0, 1
Hubbard, Teresa, 2124611, 5.0, 1
Perry, DeWayne, 2126271, 1.0, 1
Oxford, Robert, 2126903, 3.0, 1
Postigo Olssen, Pablo, 2128109, 4.5, 1
Nehme, Eileen, 2128938, 3.5, 1
Paul, Sara, 2131509, 5.0, 1
Logan, Katie, 2131613, 5.0, 1
Choi, Jin, 2132011, 5.0, 1
Ellis, Kelsey, 2133464, 5.0, 1
Todd, Janice, 2135368, 3.5, 1
Canova, Paola, 2136120, 4.5, 1
Brock, Chad, 2140364, 4.0, 1
Sayers, David, 2140544, 5.0, 1
Gonzalez-Lopez, Gloria, 2140643, 4.0, 1
Chumbes, Blanca, 2142079, 1.0, 1
Chovan, Gail, 2144605, 4.5, 1
Previtero, Alessandro, 2147078, 2.0, 1
Wang, Yue, 2147642, 2.5, 1
Wickett, Karen, 2148399, 3.0, 1
Campitelli, Brandon, 2149194, 5.0, 1
Mendoza-Arriaga, Rafael, 2150125, 1.0, 1
Hunt, Lucy, 2151545, 4.0, 1
Aida, Yukie, 2157109, 5.0, 1
Meyer, Richard, 2172187, 1.0, 1
Forbes, Meghan, 2176625, 5.0, 1
Bell, Christopher, 2177822, 3.0, 1
DiNunno, Brandon, 2181443, 5.0, 1
Thomaz, Andrea, 2182315, 1.0, 1
Case, Megan, 2183828, 1.0, 1
Andrews, Melissa, 2184349, 5.0, 1
Baccelli, Francois, 2184594, 1.0, 1
Cleary, Richard, 2185384, 5.0, 1
Abel, Abrias, 2185603, 5.0, 1
Davtyan, Davit, 2185932, 5.0, 1
Cramer, Michael, 2186650, 3.0, 1
Donaho, Jack, 2191674, 5.0, 1
Siddiqui, Fahaad, 2198571, 5.0, 1
Miller, Brooke, 2203538, 3.0, 1
Fathi, Arash, 2206027, 3.0, 1
Martinez, Valerie, 2208325, 5.0, 1
Holleran, Michael, 2208888, 4.0, 1
Neff, Kristin, 2209015, 5.0, 1
Rude, Stephanie, 2209018, 5.0, 1
Wise, Rachel, 2209627, 5.0, 1
Gonzales, Laura, 2210152, 2.0, 1
Whitehead, Jay, 2210288, 5.0, 1
Shea, Jo, 2211455, 3.0, 1
Lee, Myoungkyu, 2212724, 2.0, 1
Eberlin, Livia, 2215055, 5.0, 1
Riegle-Crumb, Catherine, 2220323, 5.0, 1
Furnans, Jordan, 2220933, 5.0, 1
Baltz, Giovanni, 2223324, 4.0, 1
Humphrey, Hubert, 2226902, 3.0, 1
Arp, Tyler, 2227023, 5.0, 1
Harmon, Kerri, 2234840, 5.0, 1
Thomas, Michael, 2240804, 4.0, 1
Hanselman, Jonathan, 2242019, 4.0, 1
Speier, Tony, 2246366, 5.0, 1
O'Neil, Caitlin, 2246798, 5.0, 1
McEniry, Cortney, 2248076, 5.0, 1
Oshana, Robert, 2248698, 2.0, 1
Chen, Yu, 2249568, 4.0, 1
Chi, Chienyn, 2249593, 3.0, 1
Rodriguez, Gabriella, 2249601, 5.0, 1
Amoruso, Michael, 2250345, 5.0, 1
Bryan, David, 2250862, 4.0, 1
Williams, Robin, 2251570, 4.0, 1
Dessein, Eva, 2251967, 4.0, 1
Bouaziz, Gaëlle, 2252280, 4.0, 1
McGehee, Pittman, 2254790, 5.0, 1
Hotkar, Parshuram, 2255040, 5.0, 1
Buggs, Shantel, 2255440, 5.0, 1
D'Amora, Paola, 2256029, 5.0, 1
Awai, Nicole, 2260295, 5.0, 1
DeFrancesco Soto, Victoria, 2260667, 5.0, 1
Syska, Keith, 2260799, 1.0, 1
Roche, David, 2260858, 5.0, 1
Todd, Ana, 2263001, 5.0, 1
Nardini, Luisa, 2263569, 4.0, 1
Pulverman, Carey, 2264197, 5.0, 1
Cabello, Cristina, 2268548, 5.0, 1
Takakjy, Laura, 2277610, 4.0, 1
Alvarez, C.J., 2279191, 5.0, 1
Campinho, Miguel, 2281873, 5.0, 1
Curry, Aaron, 2282536, 5.0, 1
Milosavljevic, Milos, 2287819, 5.0, 1
Hwang, Gyeong, 2287922, 2.0, 1
Nayar, Nitya, 2288374, 1.0, 1
Enelow, Jim, 2292503, 4.0, 1
Vouga, Etienne, 2293618, 5.0, 1
O'Connor, James, 2295131, 3.0, 1
Tanaka, Hirofumi, 2296461, 4.0, 1
Sharp, Zach, 2296820, 2.0, 1
Laduc, Travis, 2296897, 5.0, 1
Melcher, Tina, 2306541, 4.0, 1
Bradford, Katie, 2306580, 4.0, 1
Urich, Joshua, 2306950, 5.0, 1
Marsh, Anne, 2306951, 3.0, 1
Maner, Sequoia, 2308648, 5.0, 1
Bhasin, Amit, 2310271, 5.0, 1
Oh, Jeeyun, 2310992, 3.0, 1
Lee, So Young, 2311800, 3.0, 1
Zhang, Zhengyu, 2314973, 5.0, 1
Mickenberg, Julia, 2321594, 3.0, 1
Vestrucci, Matteo, 2323678, 5.0, 1
Kang, Li, 2324747, 3.0, 1
Richards, Angela, 2325910, 5.0, 1
Brock, Amy, 2325974, 5.0, 1
Cox, Jamie, 2328783, 5.0, 1
Cousins, Kurt, 2329023, 1.0, 1
Bernal Heredia, Sandra, 2329933, 5.0, 1
Mott, Joel, 2332925, 5.0, 1
Grand, Stephen, 2335895, 2.0, 1
Adair, Jennifer, 2335997, 5.0, 1
Gray, Stephen, 2336945, 5.0, 1
Haderlie, Derek, 2337503, 5.0, 1
Gunningham, Sam, 2337816, 5.0, 1
Sarkar, Abhra, 2343490, 4.0, 1
Zuckerman, David, 2344852, 2.0, 1
Lafont, Anges, 2345869, 2.0, 1
Rogers, Tim, 2355068, 5.0, 1
Newberg, Paula, 2355606, 5.0, 1
Grumberg, Karen, 2356674, 5.0, 1
Fingerman, Karen, 2356871, 5.0, 1
Zervou, Anastasia, 2356978, 5.0, 1
Pence, Suzanne, 2358445, 1.0, 1
Davis, Jaimie, 2360070, 5.0, 1
Gonzales, John, 2360520, 4.0, 1
Ren, Han, 2360778, 5.0, 1
Burt, Brenda, 2361726, 2.0, 1
Suizzo, Marie-Anne, 2363722, 3.0, 1
Garcia-Pina, Tania, 2365021, 2.0, 1
Caine, Molly, 2367002, 2.0, 1
keating, elizabeth, 2367069, 4.0, 1
Andrews, Jeffrey, 2369960, 4.0, 1
Friedman, BJ, 2370808, 3.0, 1
Ramirez, Mayra, 2370956, 5.0, 1
Lewis, Becca, 2371295, 3.0, 1
Fournier, Marie, 2371844, 5.0, 1
Little, Amanda, 2371931, 2.0, 1
Bentley, Taylor, 2372574, 5.0, 1
Zeff, Benjamin, 2373569, 5.0, 1
Hart, Thomas, 2374163, 5.0, 1
Knab, Brian, 2375438, 5.0, 1
Wong, Corinne, 2376371, 4.0, 1
Erez, Mattan, 2376464, 5.0, 1
Twito, Sam, 2376902, 3.0, 1
Candas, Mehmet, 2377602, 3.0, 1
Akinwande, Deji, 2377756, 5.0, 1
Sockin, Michael, 2377790, 1.0, 1
Walsh, Courtney, 2378051, 3.0, 1
Kious, Mandy, 2379393, 4.0, 1
Bellande, Russell, 2379405, 5.0, 1
Ahonle, Zaccheus, 2379801, 5.0, 1
Gill, Emmett, 2390890, 5.0, 1
Hodges, Ben, 2391003, 2.0, 1
Lara, Fernando, 2391857, 5.0, 1
Sobering, Katherine, 2399155, 2.0, 1
Hamarneh, Rama, 2400243, 5.0, 1
Zimmerman, Aaron, 2401429, 5.0, 1
Jansen, Robert, 2403323, 5.0, 1
Bermiss, Y. Sekou, 2406074, 4.0, 1
Muller, Peter, 2406904, 5.0, 1
Barker, Matthias, 2409529, 5.0, 1
Donnelly, Cassandra, 2413985, 4.0, 1
Kutschinski, Selina, 2415873, 2.0, 1
Parent, Michael, 2416468, 5.0, 1
O Brien, William, 2416742, 1.0, 1
West, Logan, 2417150, 5.0, 1
Hariry, Seerwan, 2417924, 5.0, 1
Parent, Michael, 2418702, 5.0, 1
Lesieur, Robert, 2418704, 3.0, 1
Irwin, Julie, 2421090, 5.0, 1
Reynolds, Mykayla, 2424119, 5.0, 1
Bares, Annie, 2424252, 3.0, 1
LaGuardia, Marisa, 2426762, 5.0, 1
Davis, Christopher, 2428399, 3.0, 1
Myers, Roland, 2429598, 5.0, 1
Flores, Kristina, 2433190, 5.0, 1
Donelson, Dain, 2436082, 2.0, 1
Mignanelli, Michael, 2438563, 5.0, 1
Fanelli, Vanessa, 2440193, 5.0, 1
Lewis, Randy, 2442403, 5.0, 1
Chung, Arnold, 2442802, 4.0, 1
Sabino-Salazar, Mariana, 2443533, 5.0, 1
Schefers, Kendric, 2443929, 5.0, 1
Yankeelov, Thomas, 2444889, 5.0, 1
Sacks, Michael, 2446497, 1.0, 1
Abraham, Lawrence, 2447538, 5.0, 1
Melton, Robert, 2447929, 5.0, 1
Goodstein, Liza, 2448035, 4.0, 1
Stacy, Cathy, 2448045, 5.0, 1
Martinez, Brenda, 2448229, 5.0, 1
Zelt, Natalie, 2448303, 5.0, 1
Clark, Amber, 2450158, 4.0, 1
Huntress, Granger, 2450233, 4.0, 1
Passalacqua, Paola, 2450405, 5.0, 1
Murthy, Dhiraj, 2456060, 5.0, 1
Stein, Evan, 2456072, 5.0, 1
Sela, Lina, 2456157, 4.0, 1
Beer, Diane, 2456896, 5.0, 1
Mallapragada, Madhavi, 2457155, 4.0, 1
Degollado, Enrique, 2457284, 5.0, 1
Perez, Maya, 2457507, 5.0, 1
Sachdeva, Shubhi, 2457677, 5.0, 1
Turley, Elliott, 2458040, 5.0, 1
Perez, Gabriela, 2458489, 5.0, 1
Fragale, Christina, 2458491, 5.0, 1
Madariaga, Montserrat, 2458595, 5.0, 1
ruiz, Yenibel, 2459035, 3.0, 1
Guler, Lale, 2460544, 5.0, 1
Grapko, Andrea, 2461003, 4.0, 1
Slick, Stephen, 2461024, 4.0, 1
Hyder, Syed, 2461025, 5.0, 1
Huk, Alexander, 2476756, 3.0, 1
Schwartz, William, 2478577, 4.0, 1
Blatz, Andrea, 2479969, 5.0, 1
Spears, Dean, 2482400, 5.0, 1
Jaeschke, Aleksandra, 2484140, 5.0, 1
Holley, Jo-anne, 2431660, 4.0, 1
Link, Alicia, 2487284, 4.0, 1
Mackall, Abena, 2487561, 5.0, 1
Barakat, Reema, 2435910, 5.0, 1
Mohammad, Mohammad, 2488734, 5.0, 1
Toole, Briana, 2269193, 4.0, 1
Marinelli, Micky, 2489006, 1.0, 1
Catania, Ginny, 2489535, 2.0, 1
Shi, Li, 2489549, 5.0, 1
Lee, Sunmin, 2489630, 5.0, 1
Ku, Da, 2390137, 5.0, 1
Masri, Hana, 2490250, 5.0, 1
Deigh, John, 2356815, 3.0, 1
Neely, Jeff, 2490700, 4.0, 1
Woolley, Jacqueline, 2491989, 5.0, 1
DE ANGULO SORIANO, alejandra, 2357280, 5.0, 1
Jakovljevic, Rastko, 2043855, 5.0, 1
Stachowiak, Jeanne, 2494499, 2.0, 1
Villagran, Jose, 2494754, 5.0, 1
Sanghavi, Sujay, 2494831, 1.0, 1
Blood, Audrey, 2494991, 5.0, 1
Russell, Stephen, 2229690, 5.0, 1
Crowther, Ben, 2495259, 4.0, 1
Quimby, Michelann, 2464798, 5.0, 1
Carter, Sharon, 2496099, 5.0, 1
Alberson, Larissa, 2496103, 4.0, 1
Maslowsky, Julie, 2496164, 5.0, 1
Haggadone, Brad, 2485821, 5.0, 1
Nold, Susan, 2496897, 5.0, 1
Cerqueira Dassie, Vitor, 2497527, 2.0, 1
O'Bleness, Jessica, 2496783, 5.0, 1
Kuchar, Ashley, 2497835, 5.0, 1
Garmon, Gray, 2498519, 5.0, 1
Kercher, Kyle, 2421708, 5.0, 1
Kim, Mina, 2500597, 5.0, 1
Lyle, Rebecca, 2471136, 1.0, 1
Gosse, Raelynn, 2502321, 4.0, 1
Hervey, Greg, 2504677, 5.0, 1
Hannah, Corey, 2510114, 5.0, 1
Lee, Wayne, 2510115, 4.0, 1
Dave, Dhairye, 2503734, 5.0, 1
Stephens, Sarah, 2513446, 5.0, 1
Montgomery, Michael, 2403715, 5.0, 1
Brown Devlin, Natalie, 2516830, 2.0, 1
Howard, Mackenzie, 2519669, 5.0, 1
Williams, Robert, 1328152, 5.0, 1
Sandel, Aaron, 2444346, 3.0, 1
Wechsler, Stephen, 2526078, 2.0, 1
Perez, Lexi, 2495820, 5.0, 1
Tisato, Nicola, 2378428, 2.0, 1
Riley, Alexis, 2526520, 5.0, 1
Pannes, Mark, 2494218, 2.0, 1
Mooney, Raymond, 2145985, 5.0, 1
Murphy, Richard, 2288383, 5.0, 1
Fitzgerald, Ryan, 2341851, 5.0, 1
Heath, DeAnn, 2532044, 5.0, 1
Gan, Jeffrey, 2534016, 5.0, 1
McKetta, Jeannie, 2534012, 3.0, 1
Leite, Fernanda, 2534576, 5.0, 1
Wylie, Dennis, 2535729, 2.0, 1
Remoquillo, Andrea, 2536485, 4.0, 1
Yacknin-Dawson, Leah, 2536512, 4.0, 1
Golden, Linda, 2296542, 5.0, 1
Baker, Sarah, 2537730, 5.0, 1
Peterson, Michael, 2328502, 5.0, 1
El Mohtar, Chadi, 1726017, 3.0, 1
Frank, Brooke, 2546554, 4.0, 1
Beckham, Josh, 2546983, 5.0, 1
Guzman, Daisy, 2549253, 5.0, 1
Castro, Ricardo, 2549303, 5.0, 1
Gutell, Robin, 1833846, 5.0, 1
Andrew, James, 2549478, 4.0, 1
Swarts, Laura, 2549826, 1.0, 1
Shear, Richard, 2460942, 5.0, 1
Lynd, Nathaniel, 2551118, 1.0, 1
Shacham, Hovav, 2497390, 2.0, 1
Zhang, Tracy, 2551846, 3.0, 1
NOVOSELAC, ATILA, 2505381, 3.0, 1
Nishida, Chiyo, 2290021, 5.0, 1
Perry, Jimena, 2554221, 4.0, 1
Koyagi, Mikiya, 2530483, 1.0, 1
Brown, Keith, 2556599, 4.0, 1
Jones, Kristian, 2554021, 4.0, 1
Arnold, Colleen, 2554022, 3.0, 1
Darwin, Tommy, 2554016, 5.0, 1
Bowers, Steven, 2525986, 5.0, 1
Lichtenstein, Tatjana, 2557096, 4.0, 1
Fahrenthold, Eric, 2210100, 4.0, 1
Hanasusanto, Grani, 2557604, 4.0, 1
Stippa, Bronwyn, 2558225, 4.0, 1
Lopez-Finn, Elliott, 2558962, 2.0, 1
Hadani, Ronny, 2559653, 5.0, 1
Stecker, Florian, 2559835, 4.0, 1
Alves, Gregory, 2557262, 1.0, 1
Laddy, Tamar, 2560535, 2.0, 1
Akel, Mike, 2560539, 5.0, 1
Torres Castro, Camila, 2561757, 5.0, 1
David, Bernard, 2561759, 3.0, 1
Stanley, Lane, 2561761, 4.0, 1
Muth, Felicity, 2559546, 3.0, 1
Smith, Darla, 2346149, 1.0, 1
Cooley, Claire, 2555623, 5.0, 1
Heidari, Zoya, 2473225, 5.0, 1
Dailey, Rene, 2564295, 5.0, 1
Rilliard, Marylise, 2560531, 5.0, 1
Leibovits, Inbal, 2564580, 2.0, 1
Clark, Gregory, 2486528, 5.0, 1
Alaniz, Rodolfo, 2458023, 5.0, 1
Kelly, Darren, 2548420, 4.0, 1
Rabe, Michelle, 2566120, 3.0, 1
Wilkins, Jason, 2549614, 5.0, 1
Marteleto, Leticia, 2566535, 5.0, 1
Kiel, LaTashia, 2166810, 1.0, 1
Lin, Yi-Chun, 2525361, 5.0, 1
Wolesensky, William, 2152246, 5.0, 1
Taylor, Monte, 2567280, 3.0, 1
Incorvia, Jean, 2504339, 3.0, 1
Hill, Annie, 2568667, 5.0, 1
Sackey, Donnie, 2557327, 5.0, 1
Wu, Kwok, 2568734, 3.0, 1
Fink, Manfred, 2295100, 5.0, 1
Leslie, Thomas, 2569099, 5.0, 1
Parthasarat, Masthi, 2568417, 5.0, 1
Ward, Squid, 2365120, 5.0, 1
Briscoe, Danelle, 2016307, 1.0, 1
Bush, Amanda, 2570251, 5.0, 1
Crowns, Kendall, 2570542, 5.0, 1
Doubleday, Kalli, 2570657, 1.0, 1
Osara, Jude, 2521447, 4.0, 1
Ehrlich, Lauren, 2344950, 1.0, 1
Taylor, Ariel, 2458020, 5.0, 1
Song, Wen, 2559734, 5.0, 1
Ulug, Emin, 2296905, 5.0, 1
Tucker, Haley, 2325426, 3.0, 1
Huibregtse, Jon, 2344952, 4.0, 1
Gutierrez, Laura, 2577784, 1.0, 1
Chen, Yanzhen, 2103548, 1.0, 1
Ganesan, Venkat, 2529169, 1.0, 1
Conway, Fiona, 2583255, 5.0, 1
Wallace, Ryan, 2583294, 1.0, 1
Zug, Charles, 2583819, 5.0, 1
Lewis, Randolph, 2278221, 5.0, 1
Ibarra-Sevilla, Benjamin, 2585866, 1.0, 1
Afrasiabi, Dena, 2579150, 1.0, 1
Hinsley, Matthew, 2587697, 5.0, 1
Thirumalai, Devarajan (Dave), 2588421, 2.0, 1
Brownstein, Karen, 2588481, 4.0, 1
Pyrcz, Michael, 2365242, 5.0, 1
So, Won, 2472266, 2.0, 1
Tessmer, Rachel, 2564424, 5.0, 1
Harness, Delaney, 2569844, 1.0, 1
Finkelstein, Ilya, 2135906, 1.0, 1
Johnson, Thomas, 2591955, 3.0, 1
Brozovsky, Erica, 2249605, 5.0, 1
Hough, Catherine, 2593298, 4.0, 1
Bays, Ben, 2511063, 5.0, 1
Shear, Ricky, 2554817, 5.0, 1
Lalande, Sophie, 2593779, 5.0, 1
Sherman, Matthew, 2188652, 5.0, 1
Hough, Cossy, 2594163, 5.0, 1
Reyes, Nicholas, 2532843, 5.0, 1
Abzug, Robert, 2591614, 5.0, 1
Rutledge, Thais, 2594730, 4.0, 1
Cambronne, Lulu, 2595027, 1.0, 1
Elkins, Zachary, 2595088, 5.0, 1
Juenger, Thomas, 2325434, 3.0, 1
Peterson, Tina, 2595181, 5.0, 1
Yanagisawa, Shohko, 2595366, 1.0, 1
Ballard, Dawna, 2595518, 5.0, 1
Morales, Becky, 2595526, 5.0, 1
Gill, R., 2511500, 2.0, 1
Reinoso-Andres, Pablo, 2596013, 5.0, 1
Sanchez, Sara, 2596072, 4.0, 1
Scott, Tim, 2595777, 5.0, 1
Nunley, Timothy, 2596376, 3.0, 1
Beasley, B., 2596368, 5.0, 1
Anderson, Edward, 2448476, 4.0, 1
Alvarado, Jose, 2594400, 5.0, 1
Maes, Claire, 2243063, 5.0, 1
Charre, Damien, 2596977, 5.0, 1
Turci - Escobar, John, 2228746, 5.0, 1
Alhomsi, Riyad, 2597014, 5.0, 1
Lee, Michael, 2597369, 4.0, 1
Bauguess, Scott, 2595127, 2.0, 1
Wallace, Haleigh, 2598673, 4.0, 1
Jones, Brandon, 2599054, 2.0, 1
Nourry, Daniel, 2505454, 5.0, 1
Norton, Diana, 2599064, 4.0, 1
Kreischer, Amber, 2590913, 5.0, 1
Hernandez, Ladia, 2599328, 3.0, 1
Pope, James, 2254717, 4.0, 1
Carlson, Caryn, 2599617, 5.0, 1
Pautz, Adam, 1935039, 5.0, 1
Rossi, Nathan, 2599692, 5.0, 1
Jarman, Cody, 2427392, 1.0, 1
Chan, Eric, 2595124, 3.0, 1
aviles, ASHLEIGH, 2531115, 5.0, 1
Guilloteau, Nancy, 2594489, 5.0, 1
Armonda, Alex, 2600533, 5.0, 1
Del Rio, Andrew, 2600754, 5.0, 1
Raghunathan, Raj, 2600784, 4.0, 1
Cizsek, Erica, 2477388, 5.0, 1
